가로등위치,설치개수,소재지도로명주소,소재지지번주소,위도,경도,램프종류,관리기관전화번호,관리기관명,데이터기준일자
020-07,1,강원특별자치도 춘천시 사농동 61-1,강원특별자치도 춘천시 사농동 61-1,37.92215347,127.7181778,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-08,1,강원특별자치도 춘천시 서면 신매리 639-1,강원특별자치도 춘천시 서면 신매리 639-1,37.92215347,127.7177048,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-09,1,강원특별자치도 춘천시 서면 신매리 639-1,강원특별자치도 춘천시 서면 신매리 639-1,37.92215347,127.7171478,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-10,1,강원특별자치도 춘천시 서면 신매리 36-8,강원특별자치도 춘천시 서면 신매리 36-8,37.92214966,127.7166443,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-11,1,강원특별자치도 춘천시 서면 신매리 36-8,강원특별자치도 춘천시 서면 신매리 36-8,37.92214203,127.7161026,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-12,1,강원특별자치도 춘천시 서면 신매리 36-8,강원특별자치도 춘천시 서면 신매리 36-8,37.92213821,127.7155457,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-13,1,강원특별자치도 춘천시 서면 신매리 36-12,강원특별자치도 춘천시 서면 신매리 36-12,37.92213821,127.715004,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-14,1,강원특별자치도 춘천시 서면 신매리 639-1,강원특별자치도 춘천시 서면 신매리 639-1,37.92213821,127.7145386,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-15,1,강원특별자치도 춘천시 서면 신매리 639-1,강원특별자치도 춘천시 서면 신매리 639-1,37.9221344,127.7140808,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-16,1,강원특별자치도 춘천시 서면 신매리 639-1,강원특별자치도 춘천시 서면 신매리 639-1,37.92212677,127.7136307,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-17,1,강원특별자치도 춘천시 서면 신매리 639-1,강원특별자치도 춘천시 서면 신매리 639-1,37.92212296,127.7131119,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-18,1,강원특별자치도 춘천시 서면 신매리 32-8,강원특별자치도 춘천시 서면 신매리 32-8,37.92212296,127.7125702,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-19,1,강원특별자치도 춘천시 서면 신매리 32-9,강원특별자치도 춘천시 서면 신매리 32-9,37.92211533,127.7121887,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-20,1,강원특별자치도 춘천시 서면 신매리 816-2,강원특별자치도 춘천시 서면 신매리 816-2,37.92211151,127.7118607,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-21,1,강원특별자치도 춘천시 서면 신매리 816-2,강원특별자치도 춘천시 서면 신매리 816-2,37.92212677,127.7115326,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-22,1,강원특별자치도 춘천시 서면 신매리 816-2,강원특별자치도 춘천시 서면 신매리 816-2,37.92212677,127.7110901,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-23,1,강원특별자치도 춘천시 서면 신매리 910-2,강원특별자치도 춘천시 서면 신매리 910-2,37.92216873,127.7107162,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-24,1,강원특별자치도 춘천시 서면 신매리 813-2,강원특별자치도 춘천시 서면 신매리 813-2,37.92226028,127.7103119,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-25,2,강원특별자치도 춘천시 서면 신매리 887,강원특별자치도 춘천시 서면 신매리 887,37.92203808,127.7103195,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-29,1,강원특별자치도 춘천시 서면 신매리 819-5,강원특별자치도 춘천시 서면 신매리 819-5,37.92190552,127.710762,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-30,1,강원특별자치도 춘천시 서면 신매리 818-1,강원특별자치도 춘천시 서면 신매리 818-1,37.92192459,127.7112122,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-31,1,강원특별자치도 춘천시 서면 신매리 817-2,강원특별자치도 춘천시 서면 신매리 817-2,37.92192841,127.7116394,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-32,1,강원특별자치도 춘천시 서면 신매리 816-2,강원특별자치도 춘천시 서면 신매리 816-2,37.92195892,127.7121048,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-33,1,강원특별자치도 춘천시 서면 신매리 32-8,강원특별자치도 춘천시 서면 신매리 32-8,37.921978,127.7125626,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-34,1,강원특별자치도 춘천시 서면 신매리 639-1,강원특별자치도 춘천시 서면 신매리 639-1,37.92198181,127.7131119,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-35,1,강원특별자치도 춘천시 서면 신매리 639-1,강원특별자치도 춘천시 서면 신매리 639-1,37.92198181,127.7136383,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-36,1,강원특별자치도 춘천시 서면 신매리 639-1,강원특별자치도 춘천시 서면 신매리 639-1,37.92198944,127.7140961,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-37,1,강원특별자치도 춘천시 서면 신매리 639-1,강원특별자치도 춘천시 서면 신매리 639-1,37.92200851,127.7145538,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-38,1,강원특별자치도 춘천시 서면 신매리 36-12,강원특별자치도 춘천시 서면 신매리 36-12,37.9220047,127.7149963,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-39,1,강원특별자치도 춘천시 서면 신매리 36-8,강원특별자치도 춘천시 서면 신매리 36-8,37.9220047,127.7155533,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-40,1,강원특별자치도 춘천시 서면 신매리 36-8,강원특별자치도 춘천시 서면 신매리 36-8,37.9220047,127.7161026,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-41,1,강원특별자치도 춘천시 서면 신매리 36-8,강원특별자치도 춘천시 서면 신매리 36-8,37.92200089,127.7166519,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-42,1,강원특별자치도 춘천시 서면 신매리 639-1,강원특별자치도 춘천시 서면 신매리 639-1,37.92200851,127.7171555,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-43,1,강원특별자치도 춘천시 사농동 61-1,강원특별자치도 춘천시 사농동 61-1,37.92201996,127.7177048,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-44,1,강원특별자치도 춘천시 사농동 61-1,강원특별자치도 춘천시 사농동 61-1,37.92202377,127.7181625,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-45,1,강원특별자치도 춘천시 사농동 61-1,강원특별자치도 춘천시 사농동 61-1,37.92201996,127.7186203,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-46,1,강원특별자치도 춘천시 사농동 61-1,강원특별자치도 춘천시 사농동 61-1,37.92201996,127.7190781,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-47,1,강원특별자치도 춘천시 사농동 61-1,강원특별자치도 춘천시 사농동 61-1,37.92202759,127.7195892,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-48,1,강원특별자치도 춘천시 사농동 277-2,강원특별자치도 춘천시 사농동 277-2,37.9220314,127.7200928,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-49,1,강원특별자치도 춘천시 사농동 277-2,강원특별자치도 춘천시 사농동 277-2,37.92202377,127.7206421,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-50,1,강원특별자치도 춘천시 사농동 217-256,강원특별자치도 춘천시 사농동 217-256,37.92189789,127.7209167,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-51,1,강원특별자치도 춘천시 사농동 277-2,강원특별자치도 춘천시 사농동 277-2,37.92214203,127.7198105,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-52,1,강원특별자치도 춘천시 사농동 277-2,강원특별자치도 춘천시 사농동 277-2,37.92206955,127.7198105,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-53,1,강원특별자치도 춘천시 사농동 61-1,강원특별자치도 춘천시 사농동 61-1,37.92069626,127.7195663,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-54,1,강원특별자치도 춘천시 사농동 277-3,강원특별자치도 춘천시 사농동 277-3,37.92111588,127.7196121,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-55,1,강원특별자치도 춘천시 사농동 277-3,강원특별자치도 춘천시 사농동 277-3,37.92147064,127.719635,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-56,1,강원특별자치도 춘천시 사농동 61-1,강원특별자치도 춘천시 사농동 61-1,37.921875,127.7196884,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-57,1,강원특별자치도 춘천시 사농동 277-1,강원특별자치도 춘천시 사농동 277-1,37.92235947,127.7198334,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-58,1,강원특별자치도 춘천시 사농동 277-1,강원특별자치도 춘천시 사농동 277-1,37.92271805,127.7198944,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-59,1,강원특별자치도 춘천시 사농동 61-1,강원특별자치도 춘천시 사농동 61-1,37.92305374,127.7199478,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-60,1,강원특별자치도 춘천시 사농동 61-1,강원특별자치도 춘천시 사농동 61-1,37.92332077,127.7200012,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
020-61,1,강원특별자치도 춘천시 사농동 219-194,강원특별자치도 춘천시 사농동 219-194,37.9236412,127.7200775,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
021-01,1,강원특별자치도 춘천시 사농동 84-4,강원특별자치도 춘천시 사농동 84-4,37.90632629,127.7247009,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
021-02,1,강원특별자치도 춘천시 사농동 84-4,강원특별자치도 춘천시 사농동 84-4,37.90645599,127.7251129,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
021-03,1,강원특별자치도 춘천시 사농동 84-3,강원특별자치도 춘천시 사농동 84-3,37.90659332,127.7255478,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
021-04,1,강원특별자치도 춘천시 사농동 84-3,강원특별자치도 춘천시 사농동 84-3,37.90672684,127.7260513,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
021-05,1,강원특별자치도 춘천시 사농동 84-3,강원특별자치도 춘천시 사농동 84-3,37.90681076,127.7265625,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
021-06,1,강원특별자치도 춘천시 사농동 84-3,강원특별자치도 춘천시 사농동 84-3,37.90686417,127.7270966,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
021-07,1,강원특별자치도 춘천시 사농동 105-1,강원특별자치도 춘천시 사농동 105-1,37.90686798,127.7274857,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
021-08,1,강원특별자치도 춘천시 사농동 99-35,강원특별자치도 춘천시 사농동 99-35,37.90726089,127.7279587,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
021-09,1,강원특별자치도 춘천시 사농동 99-36,강원특별자치도 춘천시 사농동 99-36,37.90768051,127.7279663,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
021-10,1,강원특별자치도 춘천시 사농동 99-33,강원특별자치도 춘천시 사농동 99-33,37.90802002,127.7279739,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
021-11,1,강원특별자치도 춘천시 사농동 99-29,강원특별자치도 춘천시 사농동 99-29,37.90829086,127.7279816,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
021-12,1,강원특별자치도 춘천시 사농동 99-28,강원특별자치도 춘천시 사농동 99-28,37.90872955,127.7279816,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
021-13,1,강원특별자치도 춘천시 사농동 99-3,강원특별자치도 춘천시 사농동 99-3,37.90851212,127.727684,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
021-14,1,강원특별자치도 춘천시 사농동 147-6,강원특별자치도 춘천시 사농동 147-6,37.90816879,127.727684,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
021-15,1,강원특별자치도 춘천시 사농동 105-2,강원특별자치도 춘천시 사농동 105-2,37.90768814,127.7276917,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
021-16,1,강원특별자치도 춘천시 사농동 105-2,강원특별자치도 춘천시 사농동 105-2,37.90745544,127.727684,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
021-17,1,강원특별자치도 춘천시 사농동 95-3,강원특별자치도 춘천시 사농동 95-3,37.90712738,127.7276611,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
021-18,1,강원특별자치도 춘천시 사농동 105-3,강원특별자치도 춘천시 사농동 105-3,37.90699768,127.7274246,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
021-19,1,강원특별자치도 춘천시 사농동 84-3,강원특별자치도 춘천시 사농동 84-3,37.90697479,127.7268448,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
021-20,1,강원특별자치도 춘천시 사농동 84-3,강원특별자치도 춘천시 사농동 84-3,37.90690613,127.7263107,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
021-21,1,강원특별자치도 춘천시 사농동 84-3,강원특별자치도 춘천시 사농동 84-3,37.90677261,127.7257156,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
021-22,1,강원특별자치도 춘천시 사농동 84-3,강원특별자치도 춘천시 사농동 84-3,37.90665436,127.7252426,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
021-23,1,강원특별자치도 춘천시 사농동 84-3,강원특별자치도 춘천시 사농동 84-3,37.9065361,127.7247391,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-01,2,강원특별자치도 춘천시 소양로1가 65-10,강원특별자치도 춘천시 소양로1가 65-10,37.89382553,127.7273102,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-02,2,강원특별자치도 춘천시 소양로1가 47-1,강원특별자치도 춘천시 소양로1가 47-1,37.89409256,127.727211,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-03,2,강원특별자치도 춘천시 소양로1가 47-1,강원특별자치도 춘천시 소양로1가 47-1,37.89435577,127.7272797,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-04,2,강원특별자치도 춘천시 소양로1가 47-1,강원특별자치도 춘천시 소양로1가 47-1,37.89461899,127.7273483,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-05,2,강원특별자치도 춘천시 소양로1가 47-1,강원특별자치도 춘천시 소양로1가 47-1,37.8948822,127.7274246,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-06,2,강원특별자치도 춘천시 소양로1가 47-1,강원특별자치도 춘천시 소양로1가 47-1,37.89514923,127.7274933,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-07,2,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.89541245,127.727562,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-08,2,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.89566422,127.7276306,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-09,2,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.89593887,127.7276917,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-10,2,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.89621353,127.7277603,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-11,2,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.89647293,127.727829,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-12,2,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.89673233,127.72789,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-13,2,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.89701843,127.7279663,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-14,2,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.89727402,127.7280273,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-15,2,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.89754105,127.7280884,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-16,2,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.8978157,127.7281494,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-17,2,강원특별자치도 춘천시 우두동 741-5,강원특별자치도 춘천시 우두동 741-5,37.8980751,127.7282104,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-18,2,강원특별자치도 춘천시 우두동 738-9,강원특별자치도 춘천시 우두동 738-9,37.89834213,127.7282791,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-19,2,강원특별자치도 춘천시 우두동 1074,강원특별자치도 춘천시 우두동 1074,37.89857483,127.7283173,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-20,2,강원특별자치도 춘천시 우두동 1074,강원특별자치도 춘천시 우두동 1074,37.8985939,127.7280807,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-21,2,강원특별자치도 춘천시 우두동 738-9,강원특별자치도 춘천시 우두동 738-9,37.89839172,127.7280121,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-22,2,강원특별자치도 춘천시 우두동 741-5,강원특별자치도 춘천시 우두동 741-5,37.89811707,127.7279358,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-23,2,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.89785767,127.7278595,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-24,2,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.89759827,127.7278061,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-25,2,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.89732361,127.7277298,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-26,2,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.89705658,127.7276535,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-27,2,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.89679337,127.7276001,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-28,2,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.89652252,127.7275391,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-29,2,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.89626694,127.7274551,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-30,2,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.89599991,127.7273788,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-31,2,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.89573288,127.7273254,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-32,2,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.89546204,127.7272568,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-33,2,강원특별자치도 춘천시 소양로1가 47-1,강원특별자치도 춘천시 소양로1가 47-1,37.89520264,127.7271805,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-34,2,강원특별자치도 춘천시 소양로1가 47-1,강원특별자치도 춘천시 소양로1가 47-1,37.89494705,127.7271271,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-35,2,강원특별자치도 춘천시 소양로1가 47-1,강원특별자치도 춘천시 소양로1가 47-1,37.89466485,127.7270557,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-36,2,강원특별자치도 춘천시 소양로1가 47-1,강원특별자치도 춘천시 소양로1가 47-1,37.89440918,127.7269974,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
022-37,2,강원특별자치도 춘천시 소양로1가 47-1,강원특별자치도 춘천시 소양로1가 47-1,37.89414215,127.7269363,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
023-01,1,강원특별자치도 춘천시 소양로1가 109,강원특별자치도 춘천시 소양로1가 109,37.89369583,127.7325058,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
023-02,1,강원특별자치도 춘천시 소양로1가 109,강원특별자치도 춘천시 소양로1가 109,37.89373398,127.7321548,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
023-03,1,강원특별자치도 춘천시 소양로1가 109,강원특별자치도 춘천시 소양로1가 109,37.89381409,127.7316818,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
023-04,1,강원특별자치도 춘천시 소양로1가 107,강원특별자치도 춘천시 소양로1가 107,37.89388657,127.7312775,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
023-05,1,강원특별자치도 춘천시 소양로1가 107,강원특별자치도 춘천시 소양로1가 107,37.89395142,127.7308426,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
023-06,1,강원특별자치도 춘천시 소양로1가 107,강원특별자치도 춘천시 소양로1가 107,37.89402771,127.7303543,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
023-07,1,강원특별자치도 춘천시 소양로1가 107,강원특별자치도 춘천시 소양로1가 107,37.89400101,127.7299347,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
023-08,1,강원특별자치도 춘천시 소양로1가 107,강원특별자치도 춘천시 소양로1가 107,37.89397049,127.7294617,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
023-09,1,강원특별자치도 춘천시 소양로1가 107,강원특별자치도 춘천시 소양로1가 107,37.89392853,127.7290192,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
023-10,1,강원특별자치도 춘천시 소양로1가 107,강원특별자치도 춘천시 소양로1가 107,37.89388657,127.7285767,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
023-11,1,강원특별자치도 춘천시 소양로1가 107,강원특별자치도 춘천시 소양로1가 107,37.89382935,127.72789,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
024-01,1,강원특별자치도 춘천시 소양로1가 102-4,강원특별자치도 춘천시 소양로1가 102-4,37.89326096,127.7270813,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
024-02,1,강원특별자치도 춘천시 소양로1가 104-1,강원특별자치도 춘천시 소양로1가 104-1,37.89343262,127.7274704,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
024-03,1,강원특별자치도 춘천시 소양로1가 104-7,강원특별자치도 춘천시 소양로1가 104-7,37.89358902,127.7279053,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
024-04,1,강원특별자치도 춘천시 소양로1가 107,강원특별자치도 춘천시 소양로1가 107,37.89373016,127.7282867,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
024-05,1,강원특별자치도 춘천시 소양로1가 107,강원특별자치도 춘천시 소양로1가 107,37.89376068,127.7287521,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
024-06,1,강원특별자치도 춘천시 소양로1가 107,강원특별자치도 춘천시 소양로1가 107,37.89380646,127.7292099,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
024-07,1,강원특별자치도 춘천시 소양로1가 107,강원특별자치도 춘천시 소양로1가 107,37.89384842,127.7296677,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
024-08,1,강원특별자치도 춘천시 소양로1가 107,강원특별자치도 춘천시 소양로1가 107,37.89387131,127.7300949,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
024-09,1,강원특별자치도 춘천시 소양로1가 107,강원특별자치도 춘천시 소양로1가 107,37.89385986,127.7305374,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
024-10,1,강원특별자치도 춘천시 소양로1가 107,강원특별자치도 춘천시 소양로1가 107,37.89378738,127.7310257,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
024-11,1,강원특별자치도 춘천시 소양로1가 109,강원특별자치도 춘천시 소양로1가 109,37.89372635,127.7314148,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
024-12,1,강원특별자치도 춘천시 소양로1가 109,강원특별자치도 춘천시 소양로1가 109,37.89366531,127.7318268,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-01,1,강원특별자치도 춘천시 후평동 719,강원특별자치도 춘천시 후평동 719,37.89170456,127.7395859,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-02,1,강원특별자치도 춘천시 후평동 719,강원특별자치도 춘천시 후평동 719,37.891922,127.7392502,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-03,1,강원특별자치도 춘천시 후평동 718,강원특별자치도 춘천시 후평동 718,37.89209747,127.7388306,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-04,1,강원특별자치도 춘천시 후평동 668,강원특별자치도 춘천시 후평동 668,37.89222717,127.7384033,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-05,1,강원특별자치도 춘천시 후평동 668,강원특별자치도 춘천시 후평동 668,37.89232635,127.7379837,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-06,2,강원특별자치도 춘천시 후평동 668-1,강원특별자치도 춘천시 후평동 668-1,37.89245605,127.7375488,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-07,1,강원특별자치도 춘천시 후평동 668-1,강원특별자치도 춘천시 후평동 668-1,37.8925705,127.7371063,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-08,1,강원특별자치도 춘천시 후평동 668-1,강원특별자치도 춘천시 후평동 668-1,37.89268494,127.7366791,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-09,1,강원특별자치도 춘천시 후평동 668-1,강원특별자치도 춘천시 후평동 668-1,37.89279175,127.7362518,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-10,1,강원특별자치도 춘천시 후평동 668-1,강원특별자치도 춘천시 후평동 668-1,37.89289856,127.735817,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-11,1,강원특별자치도 춘천시 후평동 668-1,강원특별자치도 춘천시 후평동 668-1,37.89300919,127.7353821,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-12,1,강원특별자치도 춘천시 소양로1가 1-4,강원특별자치도 춘천시 소양로1가 1-4,37.89312744,127.7349548,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-13,1,강원특별자치도 춘천시 소양로1가 1-4,강원특별자치도 춘천시 소양로1가 1-4,37.89323044,127.73452,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-14,1,강원특별자치도 춘천시 소양로1가 1-4,강원특별자치도 춘천시 소양로1가 1-4,37.89334106,127.734108,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-15,1,강원특별자치도 춘천시 소양로1가 1-4,강원특별자치도 춘천시 소양로1가 1-4,37.89346695,127.7336349,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
