정류장 번호,관리번호,정류장명,정류장명(영어),경도,위도,데이터기준일
1961,265000701,춘천역육교앞,Chuncheon Station Overpass Front,127.71534,37.88479,2026-03-26
1962,250001642,근화사거리,Geunhwa Sageori,127.71496,37.87522,2026-03-26
1963,250001643,청와A,Cheongwa Apartment,127.71342,37.88145,2026-03-26
1964,250001644,그랜드A,Grand Apartment,127.75627,37.86681,2026-03-26
1965,250001646,동산추모공원,Dongsan Park,127.74293,37.75661,2026-03-26
1966,250001647,춘천숲자연휴양림,Chuncheon-natural recreational forest,127.73296,37.75208,2026-03-26
1967,250001648,춘천숲자연휴양림,Chuncheon-natural recreational forest,127.73298,37.75189,2026-03-26
1968,250001649,군자3리,Gunja 3(sam)-ri,127.73848,37.75437,2026-03-26
1969,250001650,동산추모공원,Dongsan Park,127.74291,37.75648,2026-03-26
1970,250001651,군자1리,Gunja 1(il)-ri,127.72208,37.74862,2026-03-26
1971,250001652,군자1리,Gunja 1(il)-ri,127.72218,37.74851,2026-03-26
1972,250001653,국립춘천병원,Chuncheon National Hospital,127.76471,37.77206,2026-03-26
1973,250001654,국립춘천병원,Chuncheon National Hospital,127.76468,37.77258,2026-03-26
1974,250001655,구곡폭포종점,Gugokpokpo Terminus,127.6165,37.79745,2026-03-26
1975,250001656,강촌1리마을,Gangchon 1(il)-ri Village,127.63644,37.81024,2026-03-26
1976,250001657,강촌1리마을,Gangchon 1(il)-ri Village,127.63629,37.80991,2026-03-26
1977,250001658,교동초교입구,Gyodong Elementary School Entrance,127.73815,37.87778,2026-03-26
1978,250001659,교동초교입구,Gyodong Elementary School Entrance,127.73768,37.87733,2026-03-26
1979,250001660,광판초교,Gwangpan Elementary School,127.70116,37.73029,2026-03-26
1980,250001661,광판초교,Gwangpan Elementary School,127.70085,37.73008,2026-03-26
1981,250001662,광판중학교입구,Gwangpan Middle School Entrance,127.69867,37.72614,2026-03-26
1982,250001663,광판중학교입구,Gwangpan Middle School Entrance,127.69884,37.72606,2026-03-26
1983,250001664,광판중학교,Gwangpan Middle School,127.69965,37.7226,2026-03-26
1984,250001665,광판중학교,Gwangpan Middle School,127.69948,37.72261,2026-03-26
1985,250001666,광판2리,Gwangpan 2(i)-ri,127.7128,37.74437,2026-03-26
1986,250001667,광판2리,Gwangpan 2(i)-ri,127.7102,37.74293,2026-03-26
1987,250001668,광판2리,Gwangpan 2(i)-ri,127.70926,37.73985,2026-03-26
1988,250001669,광판2리,Gwangpan 2(i)-ri,127.71292,37.74417,2026-03-26
1989,250001670,광판2리,Gwangpan 2(i)-ri,127.70903,37.73999,2026-03-26
1990,250001671,광판1리,Gwangpan 1(il)-ri,127.70642,37.73277,2026-03-26
1991,250001672,광판,Gwangpan,127.70688,37.73294,2026-03-26
1992,250001673,신포리,Sinpo-ri,127.62686,38.01472,2026-03-26
1993,250001674,관천리종점,Gwancheon-ri Terminus,127.51241,37.72327,2026-03-26
1994,265000753,관천리,Gwancheon-ri,127.52203,37.72936,2026-03-26
1995,250001676,관천리,Gwancheon-ri,127.5222,37.7293,2026-03-26
1996,250001677,춘천청소년수련관,Chuncheon Youth Center,127.74071,37.87433,2026-03-26
1997,250001678,춘천청소년수련관,Chuncheon Youth Center,127.74109,37.87438,2026-03-26
1998,265000785,봉명2교,Bongmyeong 2 gyo,127.80388,37.76786,2026-03-26
1999,265000784,봉명2교,Bongmyeong 2 gyo,127.80385,37.76795,2026-03-26
2000,250026588,중앙하이츠2차,Joongang Heights 2(i)-cha Apartment,127.73563,37.85698,2026-03-26
2001,250026587,퇴계주공2차,Toegye Jugong 2(i)-cha Apartment,127.73464,37.85789,2026-03-26
2002,250001683,공지천사거리,Gongjicheon Sageori,127.71475,37.8741,2026-03-26
2003,250001684,공지사거리,Gongji Sageori,127.71469,37.8743,2026-03-26
2004,250001685,신성교회,Shinsung Methodist Church,127.74676,37.88508,2026-03-26
2005,250001686,농협후석로지점,Nonghyup Huseok-ro Branch,127.7458,37.88628,2026-03-26
2006,250001687,곡골,Gokgol,127.85339,37.85903,2026-03-26
2007,250001688,곡골,Gokgol,127.85312,37.85907,2026-03-26
2008,250001689,고탄입구,Gotan Entrance,127.67705,37.96446,2026-03-26
2009,250001690,고탄입구,Gotan Entrance,127.6764,37.96444,2026-03-26
2010,250001691,(구)고탄농협,(Former) Gotan Nonghyup,127.70452,37.98816,2026-03-26
2011,250001692,고탄,Gotan,127.72066,37.99113,2026-03-26
2012,250001693,고탄,Gotan,127.72022,37.99091,2026-03-26
2013,250001694,고탄,Gotan,127.70511,37.98821,2026-03-26
2014,250001695,고창말,Gochangmal,127.73424,37.84054,2026-03-26
2015,250001696,고창말,Gochangmal,127.73448,37.84052,2026-03-26
2016,250001697,고은리종점,Goeun-ri Terminus,127.78877,37.84546,2026-03-26
2017,265000786,송암삼거리,Song-am sam geori,127.70284,37.98796,2026-03-26
2018,250001699,고은리입구,Goeun-ri Entrance,127.77448,37.8491,2026-03-26
2019,250001700,고은리,Goeun-ri,127.78519,37.84572,2026-03-26
2020,250001701,고은리,Goeun-ri,127.78515,37.84581,2026-03-26
2021,250001702,고은2리,Goeun 2(i)-ri,127.7776,37.84857,2026-03-26
2022,250001703,고은2리,Goeun 2(i)-ri,127.77765,37.84865,2026-03-26
2023,250001704,고은1리,Goeun 1(il)-ri,127.78208,37.84661,2026-03-26
2024,250001705,고은1리,Goeun 1(il)-ri,127.78215,37.84672,2026-03-26
2025,250001706,고성2리선돌입구,Goseong 2(i)-ri Menhir Entrance,127.72456,37.99268,2026-03-26
2026,250001707,고성2리,Goseong 2(i)-ri,127.73658,37.99941,2026-03-26
2027,250001708,고성2리용화산입구,Goseong 2(i)-ri Yonghwasan Entrance,127.73518,37.99473,2026-03-26
2028,250002051,신연강,Sinyeongang,127.67346,37.86137,2026-03-26
2029,250002052,신연강,Sinyeongang,127.67367,37.8617,2026-03-26
2030,250002053,한계울마을입구,Hangyeul Village Entrance,127.72762,37.93873,2026-03-26
2031,250002054,한계울마을입구,Hangyeul Village Entrance,127.72755,37.93887,2026-03-26
2032,250002055,신북읍행복센터,Sinbuk-eup Community Service Center,127.74677,37.92515,2026-03-26
2033,250002056,신북읍행복센터,Sinbuk-eup Community Service Center,127.74702,37.9253,2026-03-26
2034,250002057,신매대교,Sinmaedaegyo,127.71149,37.92193,2026-03-26
2035,250002058,신매대교,Sinmaedaegyo,127.7114,37.92214,2026-03-26
2036,250002059,신매3리,Sinmae 3(sam)-ri,127.71164,37.91814,2026-03-26
2037,250002060,신매3리,Sinmae 3(sam)-ri,127.71077,37.91599,2026-03-26
2038,250002061,신매3리,Sinmae 3(sam)-ri,127.71103,37.91588,2026-03-26
2039,250002062,신매3리,Sinmae 3(sam)-ri,127.71181,37.91824,2026-03-26
2040,250002063,신매1리,Sinmae 1(il)-ri,127.70277,37.93588,2026-03-26
2041,250002064,신매1리,Sinmae 1(il)-ri,127.70293,37.93581,2026-03-26
2042,250002065,(구)신동초교,(Former)Sindong Elementary School,127.72207,37.92965,2026-03-26
2043,250002066,(구)신동초교,(Former)Sindong Elementary School,127.7218,37.92989,2026-03-26
2044,250002067,신동삼거리,Sin-dong Samgeori,127.72238,37.9319,2026-03-26
2045,250002068,신동삼거리,Sin-dong Samgeori,127.72212,37.93227,2026-03-26
2046,250002069,신동,Sindong,127.72166,37.92697,2026-03-26
2047,250002070,신동보급대,Sindong Supply Battalion,127.72147,37.92762,2026-03-26
2048,250002071,신동배터,Sindong Ferry,127.7165,37.93694,2026-03-26
2049,250002072,신동배터,Sindong Ferry,127.71618,37.93685,2026-03-26
2050,250002073,김유정역,Gimyujeong Station,127.71475,37.81711,2026-03-26
2051,250002074,김유정역,Gimyujeong Station,127.71511,37.81713,2026-03-26
2052,250002075,삼포유원지입구,Sampo Recreation Area Entrance,127.70882,37.79923,2026-03-26
2053,250002076,M백화점,M Department,127.72915,37.87876,2026-03-26
2054,250002077,시청입구,City Hall Entrance,127.72874,37.87957,2026-03-26
2055,250002078,시외버스터미널,Intercity Bus Terminal,127.71768,37.86288,2026-03-26
2056,250002079,시외버스터미널,Intercity Bus Terminal,127.7172,37.86369,2026-03-26
2057,250002080,시외버스터미널,Intercity Bus Terminal,127.71991,37.86372,2026-03-26
2058,250002081,시외버스터미널,Intercity Bus Terminal,127.71988,37.86418,2026-03-26
2059,250002082,시립청소년도서관,City Library for Young Adults,127.70845,37.87139,2026-03-26
2060,250002083,공지천의암공원,Gongjicheon Uiam Park,127.70828,37.87196,2026-03-26
2061,250002084,(구)승마장,(Former) Riding Facilities,127.693,37.87072,2026-03-26
2062,250002085,(구)승마장,(Former) Riding Facilities,127.69321,37.87061,2026-03-26
2063,250002086,시립요양원입구,Municipal Senior Care Center Entrance,127.75003,37.85058,2026-03-26
2064,250002087,수청골입구,Sucheonggol Entrance,127.89225,37.98606,2026-03-26
2065,250002088,수청교,Sucheonggyo,127.89257,37.98615,2026-03-26
2066,250002089,수동리,Sudong-ri,127.6681,37.77519,2026-03-26
2067,250002090,수동리,Sudong-ri,127.66796,37.77515,2026-03-26
2068,250002091,수동2리,Sudong 2(i)-ri,127.64356,37.76651,2026-03-26
2069,250002092,수동2리,Sudong 2(i)-ri,127.64342,37.76659,2026-03-26
2070,250002093,수동1리종점,Sudong 1(il)-ri Terminus,127.67944,37.77344,2026-03-26
2071,250002094,수동1리입구,Sudong 1(il)-ri Entrance,127.65411,37.78115,2026-03-26
2072,250002095,수동1리입구,Sudong 1(il)-ri Entrance,127.65408,37.78134,2026-03-26
2073,250002096,수동1리,Sudong 1(il)-ri,127.66155,37.77647,2026-03-26
2074,250002097,수동1리,Sudong 1(il)-ri,127.66163,37.77657,2026-03-26
2075,250002098,송암삼거리,Song-am sam geori,127.70335,37.98836,2026-03-26
2076,250002099,송암리,Songam-ri,127.70189,37.98852,2026-03-26
2077,250002100,송암리,Songam-ri,127.68659,37.9955,2026-03-26
2078,250002101,송암리,Songam-ri,127.6908,37.9929,2026-03-26
2079,250002102,송암동,Songam-dong,127.68963,37.85203,2026-03-26
2080,250002103,송암동,Songam-dong,127.69088,37.85037,2026-03-26
2081,250002104,송암3반,Songam 3(sam)-ban,127.69208,38.00335,2026-03-26
2082,250002105,등선폭포주차장,Deungseon Falls Parking,127.66628,37.82595,2026-03-26
2083,250002106,솔밭종점,Solbat Terminus,127.7706,37.92527,2026-03-26
2084,250002107,소양초교,Soyang Elementary School,127.73952,37.90527,2026-03-26
2085,250002108,소양초교,Soyang Elementary School,127.73943,37.90588,2026-03-26
2086,250002109,소양중학교,Soyang Middle School,127.72475,37.90604,2026-03-26
2087,250002110,소양중학교,Soyang Middle School,127.72503,37.90511,2026-03-26
2088,250002111,소양정수장,Soyang Purification Plant,127.77741,37.90217,2026-03-26
2089,250002112,소양정수장,Soyang Purification Plant,127.77728,37.90228,2026-03-26
2090,250002113,소양로2가,Soyang-ro 2(i)-ga,127.72514,37.88902,2026-03-26
2091,265000789,남산하나로마트,Namsan Hanaro Mart,127.64322,37.7907,2026-03-26
2092,250002115,소양로1가,Soyang-ro 1(il)-ga,127.72576,37.89142,2026-03-26
2093,250002116,소양강댐주차장,Soyanggang Dam Parking Lot,127.80162,37.9382,2026-03-26
2094,250002117,소양강댐정상,Top of Soyanggang Dam,127.81268,37.9476,2026-03-26
2095,265000803,소양강댐사택,Soyanggang Dam Company Housing,127.79357,37.93266,2026-03-26
2096,250002119,소양강댐사택,Soyanggang Dam Company Housing,127.79523,37.93367,2026-03-26
2097,250002120,소양2교,Soyang 2(i)-gyo,127.72863,37.8996,2026-03-26
2098,250002121,사우사거리,Sau Sageori,127.72837,37.89996,2026-03-26
2099,250002122,초록지붕8차,Chorokjibung 8(pal)-cha Apartment,127.75493,37.88066,2026-03-26
2100,250002123,초록지붕6차,Chorokjibung 6(yuk)-cha Apartment,127.75468,37.88057,2026-03-26
2101,250002124,세경3차,Saekyung 3(sam)-cha Apartment,127.74411,37.88482,2026-03-26
2102,250002125,세경3차,Saekyung 3(sam)-cha Apartment,127.7437,37.88438,2026-03-26
2103,250002126,성원초등학교,Seongwon Elementary School,127.74345,37.84811,2026-03-26
2104,250002127,한림대학교,Hallym University,127.7384,37.88355,2026-03-26
2105,250002128,성림초등학교,Seonglim Elementary School,127.74138,37.85275,2026-03-26
2106,250002129,현진에버빌2차,Hyunjin Evervill 3(sam)-cha Apartment,127.74164,37.85273,2026-03-26
2107,250002130,설미종점,Seolmi Terminus,127.67914,37.80995,2026-03-26
2108,250002131,봄내초교,Bomnae Elementary School,127.74204,37.85655,2026-03-26
2109,250002132,봄내초등학교,Bomnae Elementary School,127.74176,37.85641,2026-03-26
2110,250002133,퇴계현대3차,Toegye Hyundai 3(sam)-cha Apartment,127.74103,37.85452,2026-03-26
2111,250002134,남부지구대,Nambu Police Precinct,127.74541,37.86152,2026-03-26
2112,250002135,남부지구대,Nambu Police Precinct,127.74509,37.86152,2026-03-26
2113,250002136,석사A,Seoksa Apartment,127.73912,37.86279,2026-03-26
2114,250002137,석사A,Seoksa Apartment,127.73935,37.86293,2026-03-26
2115,250002138,석사삼익A,Seoksa Samick Apartment,127.75114,37.8531,2026-03-26
2116,250002139,초록지붕A,Chorokjibung Apartment,127.75133,37.85329,2026-03-26
2117,250002140,석사사거리,Seoksa Sageori,127.74514,37.85961,2026-03-26
2118,250002141,석사부영A,Seoksa Booyoung Apartment,127.75602,37.86912,2026-03-26
2119,250002142,석사동행복센터,Seoksa-dong Community Service Center,127.74245,37.8592,2026-03-26
2120,250002143,석사동행복센터,Seoksa-dong Community Service Center,127.74278,37.85914,2026-03-26
2121,250002144,석사대우A,Seoksa Daewoo Apartment,127.75628,37.86906,2026-03-26
2122,250002145,석사극동A,Seoksa Kukdong Apartment,127.75271,37.85105,2026-03-26
2123,250002146,석사극동A,Seoksa Kukdong Apartment,127.75288,37.85121,2026-03-26
2124,250002147,석사교회,Seoksa Methodist Church,127.7446,37.85989,2026-03-26
2125,250002148,석사4거리,Seoksa Sageori,127.74329,37.86117,2026-03-26
2126,250002149,석사2지구A,Seoksa 2(i)-jigu Apartment,127.75685,37.87051,2026-03-26
2127,250002150,석사2지구A,Seoksa 2(i)-jigu Apartment,127.757,37.87027,2026-03-26
2128,250002151,석갓,Seokgat,127.69652,37.93597,2026-03-26
2129,250002152,석갓,Seokgat,127.69653,37.93587,2026-03-26
2130,250002153,서춘천농협,Seochuncheon Nonghyup,127.70246,37.93233,2026-03-26
2131,250002154,서춘천농협,Seochuncheon Nonghyup,127.70265,37.93228,2026-03-26
2132,250002155,서천리,Seocheon-ri,127.55209,37.84087,2026-03-26
2133,265000802,춘천원예농협,Chuncheon wonye nognhyup,127.72887,37.91269,2026-03-26
2134,250002157,서천1리,Seocheon 1(il)-ri,127.55259,37.83858,2026-03-26
2135,250002158,서천1리,Seocheon 1(il)-ri,127.55291,37.83854,2026-03-26
2136,250002159,서상초교,Seosang Elementary School,127.70634,37.92847,2026-03-26
2137,250002160,서상초교,Seosang Elementary School,127.70634,37.92823,2026-03-26
2138,250002161,서상2리종점,Seosang 2(i)-ri Terminus,127.65805,37.93435,2026-03-26
2139,250002162,서상1리종점,Seosang 1(il)-ri Terminus,127.7037,37.94235,2026-03-26
2140,250002163,서상1리종점,Seosang 1(il)-ri Terminus,127.70367,37.94212,2026-03-26
2141,250002164,서부시장,Seobu Market,127.72413,37.88578,2026-03-26
2142,250002165,서면치안센터,Seo-myeon Police Patrol,127.70937,37.92394,2026-03-26
2143,250002166,서면치안센터,Seo-myeon Police Patrol,127.7092,37.9239,2026-03-26
2144,250002167,서면행정복지센터,Seo-myeon Community Service Center,127.69374,37.89808,2026-03-26
2145,250002168,서면행정복지센터,Seo-myeon Community Service Center,127.69411,37.89836,2026-03-26
2146,250002169,샬롬(산후조리원),Shalom Postnatal Care Center,127.60026,37.83435,2026-03-26
2147,250002170,새술막,Saesulmak,127.75692,37.78627,2026-03-26
2148,250002171,새술막,Saesulmak,127.75773,37.78591,2026-03-26
2149,250002172,새말교,Saemalgyo,127.61068,37.8465,2026-03-26
2150,265000796,모아엘가비스타,MOA-Elgaa Vista,127.75686,37.84188,2026-03-26
2151,250002174,새마을고개,Saemaeul Pass,127.73266,37.87149,2026-03-26
2152,250002175,새마을고개,Saemaeul Pass,127.73248,37.87102,2026-03-26
2153,250002176,증4리종점,Jeung 4(sa)-ri Terminus,127.73115,37.79887,2026-03-26
2154,250002177,상천초등학교,Sangcheon Elementary School,127.78519,37.92992,2026-03-26
2155,250002178,상원사,Sangwonsa,127.67423,37.84093,2026-03-26
2156,250002179,상원사,Sangwonsa,127.67443,37.84133,2026-03-26
2157,250002180,상걸리종점,Sanggeol-ri Terminus,127.8642,37.85155,2026-03-26
2158,250002181,상걸리보건진료소,Sanggeol-ri Community Health Center,127.84985,37.8621,2026-03-26
2159,250002182,상걸리보건진료소,Sanggeol-ri Community Health Center,127.85021,37.86207,2026-03-26
2160,250002183,상걸1리,Sanggeol 1(il)-ri,127.84415,37.86605,2026-03-26
2161,250002184,상걸1리,Sanggeol 1(il)-ri,127.84411,37.86623,2026-03-26
2162,265000788,장본교,Jangbon gyo,127.76855,37.95443,2026-03-26
2163,265000787,장본교,Jangbon gyo,127.76859,37.95458,2026-03-26
2164,250002187,삼포유원지,Sampo Recreation Area,127.71504,37.7978,2026-03-26
2165,250002188,삼포유원지,Sampo Recreation Area,127.71501,37.7977,2026-03-26
2166,250002189,삼천동사거리,Samcheon-dong Sageori,127.70703,37.86899,2026-03-26
2167,250002190,삼천동사거리,Samcheon-dong Sageori,127.70743,37.86983,2026-03-26
2168,250002191,여우고개삼거리,Yeou Pass Samgeori,127.73937,37.91948,2026-03-26
2169,250002192,여우고개삼거리,Yeou Pass Samgeori,127.73914,37.91911,2026-03-26
2170,250002193,의암댐,Uiam Dam,127.67423,37.83761,2026-03-26
2171,250002194,의암댐,Uiam Dam,127.67406,37.83721,2026-03-26
2172,250026717,발산3리종점,Balsan 3(i)-ri Terminus,127.74754,37.96091,2026-03-26
2173,250002196,산천1리,Sancheon 1(il)-ri,127.75185,37.94294,2026-03-26
2174,250002197,산천1리,Sancheon 1(il)-ri,127.75161,37.94254,2026-03-26
2175,250002198,산천1리,Sancheon 1(il)-ri,127.75226,37.94754,2026-03-26
2176,250002199,산천1리,Sancheon 1(il)-ri,127.75233,37.94778,2026-03-26
2177,250002200,산수빌A,Sansubil Apartment,127.76486,37.84752,2026-03-26
2178,250002201,산수빌A,Sansubil Apartment,127.76435,37.84784,2026-03-26
2179,250002202,산수리,Sansu-ri,127.67166,37.71249,2026-03-26
2180,250002203,(구)싸이클경기장,(Fomer) Cycle Stadium,127.69267,37.8691,2026-03-26
2181,250002204,사암리,Saam-ri,127.76485,37.84122,2026-03-26
2182,250002205,사암4리종점,Saam 4(sa)-ri Terminus,127.7683,37.82312,2026-03-26
2183,250002206,사암4리종점,Saam 4(sa)-ri Terminus,127.76838,37.82325,2026-03-26
2184,265000800,고란터,Goranteo,127.57024,37.73808,2026-03-26
2185,250002208,사암3리,Saam 3(sam)-ri,127.77473,37.83315,2026-03-26
2186,250002209,사암3리,Saam 3(sam)-ri,127.77477,37.83322,2026-03-26
2187,250002210,사암1리,Saam 1(il)-ri,127.77005,37.83197,2026-03-26
2188,265000801,고란터,Goranteo,127.57034,37.73804,2026-03-26
2189,250002212,사암1리,Saam 1(il)-ri,127.76996,37.83205,2026-03-26
2190,250002213,사북우체국,Sabuk Post Office,127.64351,38.03868,2026-03-26
2191,250002214,사북우체국,Sabuk Post Office,127.64339,38.03878,2026-03-26
2192,250002215,사북면행복센터,Sabuk-myeon Community Service Center,127.6414,38.03014,2026-03-26
2193,250002216,사북면행복센터,Sabuk-myeon Community Service Center,127.64123,38.02902,2026-03-26
2194,250002217,사대부고,Kangwon National University High School,127.74686,37.87283,2026-03-26
2195,250002218,우두로입구,Udu-ro Entrance,127.7221,37.91351,2026-03-26
2196,250002219,우두로입구,Udu-ro Entrance,127.72184,37.9133,2026-03-26
2197,250002220,사농현대A,Sanong Hyundai Apartment,127.72235,37.91082,2026-03-26
2198,250002221,보타사입구,Botasa Entrance,127.70129,37.84505,2026-03-26
2199,250002222,보타사입구,Botasa Entrance,127.70104,37.84522,2026-03-26
2200,250002223,북산면행복센터,Buksan-myeon Community Service Center,127.8856,37.98725,2026-03-26
2201,250002224,북산면행복센터,Buksan-myeon Community Service Center,127.88525,37.98727,2026-03-26
2202,250002225,교대부설초교,Attached Primary School of Chuncheon Univ of Edu,127.73106,37.86976,2026-03-26
2203,250002226,봉의초교,Bongui Elementary School,127.72968,37.87512,2026-03-26
2204,250002227,봉의중학교,Bongui Middle School,127.74152,37.8793,2026-03-26
2205,250002228,봉의중학교,Bongui Middle School,127.7416,37.87912,2026-03-26
2206,250002229,봉의A,Bongui Apartment,127.74494,37.88674,2026-03-26
2207,250002230,봉의A,Bongui Apartment,127.74418,37.88773,2026-03-26
2208,250002231,봉명리종점,Bongmyeong-ri Terminus,127.81259,37.77367,2026-03-26
2209,250002232,봉명2리,Bongmyeong 2(i)-ri,127.81107,37.77333,2026-03-26
2210,250002233,봉명1리,Bongmyeong 1(il)-ri,127.79469,37.75784,2026-03-26
2211,250002234,봉명1리1반,Bongmyeong 1(il)-ri 1(il)-ban,127.79457,37.75788,2026-03-26
2212,250002235,보안사거리,Boan Sageori,127.75271,37.87502,2026-03-26
2213,250002236,보안사거리,Boan Sageori,127.75244,37.87539,2026-03-26
2214,250002237,푸른언덕공원,Pureuneondeok Park,127.7463,37.87627,2026-03-26
2215,250002238,푸른언덕공원,Pureuneondeok Park,127.74556,37.87622,2026-03-26
2216,250002239,춘천지방법원,Chuncheon District Court,127.73416,37.86611,2026-03-26
2217,250002240,법원,Court,127.73291,37.86606,2026-03-26
2218,250002241,법원,Court,127.73315,37.86586,2026-03-26
2219,250002242,번개시장,Bungae Market,127.72631,37.89195,2026-03-26
2220,250002243,백양리종점,Baegyang-ri Terminus,127.57332,37.81025,2026-03-26
2221,265000794,국립춘천숲체원,Chuncheon Center for Forest Activities,127.77181,37.9799,2026-03-26
2222,265000795,국립춘천숲체원,Chuncheon Center for Forest Activities,127.77164,37.97997,2026-03-26
2223,250002246,백양리,Baegyang-ri,127.56001,37.82779,2026-03-26
2224,250002247,백양리,Baegyang-ri,127.56019,37.82784,2026-03-26
2225,250002248,백양1리,Baegyang 1(il)-ri,127.56267,37.82401,2026-03-26
2226,250002249,백양1리,Baegyang 1(il)-ri,127.5628,37.82413,2026-03-26
2227,265000793,상공회의소,Chamber of Commerce & Industry,127.75267,37.89832,2026-03-26
2228,265000792,상공회의소,Chamber of Commerce & Industry,127.75267,37.89849,2026-03-26
2229,250002252,배나무골,Baenamugol,127.71747,37.85986,2026-03-26
2230,250002253,배나무골,Baenamugol,127.71709,37.85983,2026-03-26
2231,250002255,방죽기,Bangjukgi,127.73608,37.83551,2026-03-26
2232,250002256,방죽기,Bangjukgi,127.73628,37.8355,2026-03-26
2233,250002257,송암스포츠타운,Songam Sports Town,127.68853,37.85576,2026-03-26
2234,250002258,방동리종점,Bangdong-ri Terminus,127.66555,37.90904,2026-03-26
2235,250002259,방동2리,Bangdong 2(i)-ri,127.67512,37.90052,2026-03-26
2236,250002260,방동2리,Bangdong 2(i)-ri,127.67332,37.90395,2026-03-26
2237,250002261,방동2리,Bangdong 2(i)-ri,127.66849,37.90709,2026-03-26
2238,250002262,방동2리,Bangdong 2(i)-ri,127.66858,37.90717,2026-03-26
2239,250002263,방동2리,Bangdong 2(i)-ri,127.67326,37.90414,2026-03-26
2240,250002264,방동2리,Bangdong 2(i)-ri,127.67526,37.90056,2026-03-26
2241,250002265,장절공,Jangjeolgong,127.66181,37.90181,2026-03-26
2242,250002266,방동1리,Bangdong 1(il)-ri,127.67528,37.89585,2026-03-26
2243,250026527,성심경로당,Seongsim Senior Center,127.73981,37.88122,2026-03-26
2244,250026528,파크푸르지오A,Park Prugio Apartment,127.71243,37.86658,2026-03-26
2245,250026511,파크푸르지오A,Park Prugio Apartment,127.71271,37.86674,2026-03-26
2246,265000790,지내2리,Jinae 2(i)-ri,127.72507,37.95575,2026-03-26
2247,265000791,지내2리,Jinae 2(i)-ri,127.72498,37.95569,2026-03-26
2248,250026512,럭키아파트후문,Lucky Apartment Rear Entrance,127.71587,37.86457,2026-03-26
2249,250026513,럭키아파트후문,Lucky Apartment Rear Entrance,127.71607,37.86481,2026-03-26
2250,250026516,송암스포츠타운,Songam Sports Town,127.68883,37.85564,2026-03-26
2251,250026517,성심경로당,Seongsim Senior Center,127.74002,37.88121,2026-03-26
2252,265000797,모아엘가비스타,MOA-Elgaa Vista,127.75712,37.84188,2026-03-26
2253,250026519,원창2리,Wonchang 2(i)-ri,127.77572,37.80152,2026-03-26
2254,265000798,모아엘가그랑데,MOA-Elgaa Grande,127.75612,37.83934,2026-03-26
2255,265000799,모아엘가그랑데,MOA-Elgaa Grande,127.75633,37.83924,2026-03-26
2256,250026522,가산교,Gasangyo,127.78155,37.91847,2026-03-26
2257,250026523,지내3리,Jinae 3(sam)-ri,127.77706,37.92255,2026-03-26
2258,250026524,가산교,Gasangyo,127.78165,37.91852,2026-03-26
2259,250026525,지내3리,Jinae 3(sam)-ri,127.77722,37.92254,2026-03-26
2260,250026526,상걸리종점,Sanggeol-ri Terminus,127.86406,37.85166,2026-03-26
2261,250026510,국군병원사거리,Armed Foces Hospital Sageori,127.72774,37.93692,2026-03-26
2262,250000040,한덕리,Handeok-ri,127.61342,37.67881,2026-03-26
2263,250000041,한덕리입구,Handeok-ri Entrance,127.61176,37.67705,2026-03-26
2264,250000042,한덕리입구,Handeok-ri Entrance,127.61166,37.67723,2026-03-26
2265,250026530,조양3리종점,Joyang 3(sam)-ri Terminus,127.83293,37.75126,2026-03-26
2266,250026531,유앤아이A,U&I Apartment,127.76325,37.87979,2026-03-26
2267,250026532,유앤아이A,U&I Apartment,127.76349,37.87969,2026-03-26
2268,250026533,동신장로교회,Dongshin Presbyterian Church,127.7598,37.87816,2026-03-26
2269,250026534,구름다리주유소,Gureumdari Gas Station,127.75993,37.87796,2026-03-26
2270,250026535,강원사대부고,Kangwon National University High School,127.74738,37.87188,2026-03-26
2271,250026536,강원사대부고,Kangwon National University High School,127.74715,37.87173,2026-03-26
2272,250026537,케이티앤지,KT,127.72745,37.86183,2026-03-26
2273,265000808,방곡2리입구,Banggok 2(i)-ri Entrance,127.64034,37.79378,2026-03-26
2274,250026539,농산물도매시장,Wholesale Produce Market,127.72828,37.90681,2026-03-26
2275,250026540,농산물도매시장,Wholesale Produce Market,127.72826,37.90705,2026-03-26
2276,250026541,우두사거리,Udu Sageori,127.73859,37.90687,2026-03-26
2277,250026542,우두사거리,Udu Sageori,127.73859,37.90711,2026-03-26
2278,250026543,홈플러스,Homeplus,127.73516,37.85084,2026-03-26
2279,250026544,여우고개사거리,Yeou Pass Sageori,127.73903,37.92208,2026-03-26
2280,265000809,방곡2리입구,Banggok 2(i)-ri Entrance,127.64044,37.79372,2026-03-26
2281,250026546,여우고개사거리,Yeou Pass Sageori,127.73917,37.92229,2026-03-26
2282,265000804,강원대국제생활관,Kanwon National Univ,127.75189,37.86993,2026-03-26
2283,250026547,금대울,Geumdaeul,127.78781,37.86727,2026-03-26
2284,250026548,호반베르디움,Hoban Vertium Apartment,127.75938,37.85716,2026-03-26
2285,250026549,남춘천역,Namchuncheon Station,127.7231,37.86385,2026-03-26
2286,250026550,소양강처녀상,Soyanggang Maiden statue,127.72589,37.89369,2026-03-26
2287,250026551,소양강처녀상,Soyanggang Maiden statue,127.72509,37.89323,2026-03-26
2288,250026552,춘천역,Chuncheon Station,127.71817,37.88523,2026-03-26
2289,250026553,효자교,Hyojagyo,127.7289,37.86812,2026-03-26
